origin,des,httpcode
LIN,ALF,404
LIN,AMS,404
LIN,AOI,404
LIN,ARN,404
LIN,ATH,404
LIN,AXD,404
LIN,BCN,404
LIN,BDS,404
LIN,BGO,404
LIN,BGY,404
LIN,BHD,404
LIN,BHX,404
LIN,BIA,404
LIN,BIO,404
LIN,BIQ,404
LIN,BLL,404
LIN,BLQ,404
LIN,BOD,404
LIN,BOJ,404
LIN,BOO,404
LIN,BRE,404
LIN,BRI,404
LIN,BRN,404
LIN,BRS,404
LIN,BRU,404
LIN,BSL,404
LIN,BUD,404
LIN,BZG,404
LIN,CAG,404
LIN,CDG,404
LIN,CFU,404
LIN,CGN,404
LIN,CHQ,404
LIN,CLJ,404
LIN,CLY,404
LIN,CND,404
LIN,CPH,404
LIN,CTA,404
LIN,CWL,404
LIN,DBV,404
LIN,DRS,404
LIN,DTM,404
LIN,DUB,404
LIN,DUS,404
LIN,EBJ,404
LIN,EDI,404
LIN,EFL,404
LIN,EMA,404
LIN,EVE,404
LIN,FAO,404
LIN,FCO,404
LIN,FDH,404
LIN,FKB,404
LIN,FLR,404
LIN,FMM,404
LIN,FMO,404
LIN,FNC,404
LIN,FRA,200
LIN,FSC,404
LIN,FUE,404
LIN,GDN,404
LIN,GLA,404
LIN,GOA,404
LIN,GOT,404
LIN,GRZ,404
LIN,GVA,404
LIN,GWT,404
LIN,HAJ,404
LIN,HAM,404
LIN,HAU,404
LIN,HDB,404
LIN,HDF,404
LIN,HEL,404
LIN,HER,404
LIN,HOV,404
LIN,IAS,404
LIN,IBZ,404
LIN,INN,404
LIN,IOA,404
LIN,JER,404
LIN,JKG,404
LIN,JKH,404
LIN,JMK,404
LIN,JSI,404
LIN,JTR,404
LIN,KGS,404
LIN,KKN,404
LIN,KLR,404
LIN,KLU,404
LIN,KLX,404
LIN,KRK,404
LIN,KRN,404
LIN,KRS,404
LIN,KSC,404
LIN,KSD,404
LIN,KSU,404
LIN,KTT,404
LIN,KTW,404
LIN,KUO,404
LIN,KVA,404
LIN,LCA,404
LIN,LCJ,404
LIN,LCY,404
LIN,LDE,404
LIN,LEJ,404
LIN,LGG,404
LIN,LHR,404
LIN,LIN,404
LIN,LIS,404
LIN,LJU,404
LIN,LLA,404
LIN,LMP,404
LIN,LNZ,404
LIN,LPA,404
LIN,LPI,404
LIN,LUG,404
LIN,LUX,404
LIN,LUZ,404
LIN,LYR,404
LIN,LYS,404
LIN,MAD,404
LIN,MAH,404
LIN,MAN,404
LIN,MJT,404
LIN,MLA,404
LIN,MLH,404
LIN,MMX,404
LIN,MOL,404
LIN,MPL,404
LIN,MRS,404
LIN,MUC,404
LIN,MXP,404
LIN,NAP,404
LIN,NCE,404
LIN,NCL,404
LIN,NOC,404
LIN,NQY,404
LIN,NUE,404
LIN,OLB,404
LIN,OPO,404
LIN,OSD,404
LIN,OSL,404
LIN,OTP,404
LIN,OUL,404
LIN,PAD,404
LIN,PEG,404
LIN,PMI,404
LIN,PMO,404
LIN,PNL,404
LIN,POZ,404
LIN,PRG,404
LIN,PSA,404
LIN,PUY,404
LIN,QDU,404
LIN,REG,404
LIN,RHO,404
LIN,RIX,404
LIN,RJK,404
LIN,RLG,404
LIN,RNB,404
LIN,RTM,404
LIN,RZE,404
LIN,SBZ,404
LIN,SCN,404
LIN,SCQ,404
LIN,SDL,404
LIN,SFT,404
LIN,SKG,404
LIN,SMI,404
LIN,SNN,404
LIN,SOF,404
LIN,SPC,404
LIN,SPU,404
LIN,STN,404
LIN,STR,404
LIN,SUF,404
LIN,SVG,404
LIN,SVQ,404
LIN,SXB,404
LIN,SXF,404
LIN,SZG,404
LIN,SZZ,404
LIN,TFS,404
LIN,TKU,404
LIN,TLL,404
LIN,TLS,404
LIN,TMP,404
LIN,TOS,404
LIN,TRD,404
LIN,TRN,404
LIN,TRS,404
LIN,TSR,404
LIN,TXL,404
LIN,UME,404
LIN,VAA,404
LIN,VAR,404
LIN,VCE,404
LIN,VGO,404
LIN,VIE,404
LIN,VLC,404
LIN,VNO,404
LIN,VOL,404
LIN,VRN,404
LIN,WAW,404
LIN,WRO,404
LIN,XER,404
LIN,XRY,404
LIN,ZAD,404
LIN,ZAG,404
LIN,ZRH,404
LIN,ZTH,404
LIS,AAL,404
LIS,AAR,404
LIS,ABZ,404
LIS,ACE,404
LIS,AES,404
LIS,AGH,404
LIS,AGP,200
LIS,AHO,404
LIS,AJA,404
LIS,ALF,404
LIS,AMS,404
LIS,AOI,404
LIS,ARN,404
LIS,ATH,404
LIS,AXD,404
LIS,BCN,404
LIS,BDS,404
LIS,BGO,404
LIS,BGY,404
LIS,BHD,404
LIS,BHX,404
LIS,BIA,404
LIS,BIO,404
LIS,BIQ,404
LIS,BLL,404
LIS,BLQ,404
LIS,BOD,404
LIS,BOJ,404
LIS,BOO,404
LIS,BRE,404
LIS,BRI,404
LIS,BRN,404
LIS,BRS,404
LIS,BRU,404
LIS,BSL,404
LIS,BUD,404
LIS,BZG,404
LIS,CAG,404
LIS,CDG,404
LIS,CFU,404
LIS,CGN,200
LIS,CHQ,404
LIS,CLJ,404
LIS,CLY,404
LIS,CND,404
LIS,CPH,404
LIS,CTA,404
LIS,CWL,404
LIS,DBV,404
LIS,DRS,404
LIS,DTM,404
LIS,DUB,404
LIS,DUS,404
LIS,EBJ,404
LIS,EDI,404
LIS,EFL,404
LIS,EMA,404
LIS,EVE,404
LIS,FAO,200
LIS,FCO,404
LIS,FDH,404
LIS,FKB,404
LIS,FLR,404
LIS,FMM,404
LIS,FMO,404
LIS,FNC,200
LIS,FRA,200
LIS,FSC,404
LIS,FUE,404
LIS,GDN,404
LIS,GLA,404
LIS,GOA,404
LIS,GOT,404
LIS,GRZ,404
LIS,GVA,200
LIS,GWT,404
LIS,HAJ,404
LIS,HAM,200
LIS,HAU,404
LIS,HDB,404
LIS,HDF,404
LIS,HEL,404
LIS,HER,404
LIS,HOV,404
LIS,IAS,404
LIS,IBZ,404
LIS,INN,404
LIS,IOA,404
LIS,JER,404
LIS,JKG,404
LIS,JKH,404
LIS,JMK,404
LIS,JSI,404
LIS,JTR,404
LIS,KGS,404
LIS,KKN,404
LIS,KLR,404
LIS,KLU,404
LIS,KLX,404
LIS,KRK,404
LIS,KRN,404
LIS,KRS,404
LIS,KSC,404
LIS,KSD,404
LIS,KSU,404
LIS,KTT,404
LIS,KTW,404
LIS,KUO,404
LIS,KVA,404
LIS,LCA,404
LIS,LCJ,404
LIS,LCY,404
LIS,LDE,404
LIS,LEJ,404
LIS,LGG,404
LIS,LHR,404
LIS,LIN,404
LIS,LIS,404
LIS,LJU,404
LIS,LLA,404
LIS,LMP,404
LIS,LNZ,404
LIS,LPA,404
LIS,LPI,404
LIS,LUG,404
LIS,LUX,404
LIS,LUZ,404
LIS,LYR,404
LIS,LYS,404
LIS,MAD,200
LIS,MAH,404
LIS,MAN,404
LIS,MJT,404
LIS,MLA,404
LIS,MLH,404
LIS,MMX,404
LIS,MOL,404
LIS,MPL,404
LIS,MRS,404
LIS,MUC,200
LIS,MXP,404
LIS,NAP,404
LIS,NCE,404
LIS,NCL,404
LIS,NOC,404
LIS,NQY,404
LIS,NUE,404
LIS,OLB,404
LIS,OPO,200
LIS,OSD,404
LIS,OSL,404
LIS,OTP,404
LIS,OUL,404
LIS,PAD,404
LIS,PEG,404
LIS,PMI,404
LIS,PMO,404
LIS,PNL,404
LIS,POZ,404
LIS,PRG,404
LIS,PSA,404
LIS,PUY,404
LIS,QDU,404
LIS,REG,404
LIS,RHO,404
LIS,RIX,404
LIS,RJK,404
LIS,RLG,404
LIS,RNB,404
LIS,RTM,404
LIS,RZE,404
LIS,SBZ,404
LIS,SCN,404
LIS,SCQ,404
LIS,SDL,404
LIS,SFT,404
LIS,SKG,404
LIS,SMI,404
LIS,SNN,404
LIS,SOF,404
LIS,SPC,404
LIS,SPU,404
LIS,STN,404
LIS,STR,404
LIS,SUF,404
LIS,SVG,404
LIS,SVQ,404
LIS,SXB,404
LIS,SXF,404
LIS,SZG,404
LIS,SZZ,404
LIS,TFS,404
LIS,TKU,404
LIS,TLL,404
LIS,TLS,404
LIS,TMP,404
LIS,TOS,404
LIS,TRD,404
LIS,TRN,404
LIS,TRS,404
LIS,TSR,404
LIS,TXL,404
LIS,UME,404
LIS,VAA,404
LIS,VAR,404
LIS,VCE,404
LIS,VGO,200
LIS,VIE,404
LIS,VLC,404
LIS,VNO,404
LIS,VOL,404
LIS,VRN,404
LIS,WAW,404
LIS,WRO,404
LIS,XER,404
LIS,XRY,404
LIS,ZAD,404
LIS,ZAG,404
LIS,ZRH,200
LIS,ZTH,404
LJU,AAL,404
LJU,AAR,404
LJU,ABZ,404
LJU,ACE,404
LJU,AES,404
LJU,AGH,404
LJU,AGP,404
LJU,AHO,404
LJU,AJA,404
LJU,ALF,404
LJU,AMS,404
LJU,AOI,404
LJU,ARN,404
LJU,ATH,404
LJU,AXD,404
LJU,BCN,404
LJU,BDS,404
LJU,BGO,404
LJU,BGY,404
LJU,BHD,404
LJU,BHX,404
LJU,BIA,404
LJU,BIO,404
LJU,BIQ,404
LJU,BLL,404
LJU,BLQ,404
LJU,BOD,404
LJU,BOJ,404
LJU,BOO,404
LJU,BRE,404
LJU,BRI,404
LJU,BRN,404
LJU,BRS,404
LJU,BRU,404
LJU,BSL,404
LJU,BUD,404
LJU,BZG,404
LJU,CAG,404
LJU,CDG,404
LJU,CFU,404
LJU,CGN,404
LJU,CHQ,404
LJU,CLJ,404
LJU,CLY,404
LJU,CND,404
LJU,CPH,404
LJU,CTA,404
LJU,CWL,404
LJU,DBV,404
LJU,DRS,404
LJU,DTM,404
LJU,DUB,404
LJU,DUS,404
LJU,EBJ,404
LJU,EDI,404
LJU,EFL,404
LJU,EMA,404
LJU,EVE,404
LJU,FAO,404
LJU,FCO,404
LJU,FDH,404
LJU,FKB,404
LJU,FLR,404
LJU,FMM,404
LJU,FMO,404
LJU,FNC,404
LJU,FRA,200
LJU,FSC,404
LJU,FUE,404
LJU,GDN,404
LJU,GLA,404
LJU,GOA,404
LJU,GOT,404
LJU,GRZ,404
LJU,GVA,404
LJU,GWT,404
LJU,HAJ,404
LJU,HAM,404
LJU,HAU,404
LJU,HDB,404
LJU,HDF,404
LJU,HEL,404
LJU,HER,404
LJU,HOV,404
LJU,IAS,404
LJU,IBZ,404
LJU,INN,404
LJU,IOA,404
LJU,JER,404
LJU,JKG,404
LJU,JKH,404
LJU,JMK,404
LJU,JSI,404
LJU,JTR,404
LJU,KGS,404
LJU,KKN,404
LJU,KLR,404
LJU,KLU,404
LJU,KLX,404
LJU,KRK,404
LJU,KRN,404
LJU,KRS,404
LJU,KSC,404
LJU,KSD,404
LJU,KSU,404
LJU,KTT,404
LJU,KTW,404
LJU,KUO,504
LJU,KVA,404
LJU,LCA,404
LJU,LCJ,404
LJU,LCY,404
LJU,LDE,404
LJU,LEJ,404
LJU,LGG,404
LJU,LHR,404
LJU,LIN,404
LJU,LIS,404
LJU,LJU,404
LJU,LLA,404
LJU,LMP,404
LJU,LNZ,404
LJU,LPA,404
LJU,LPI,404
LJU,LUG,404
LJU,LUX,404
LJU,LUZ,404
LJU,LYR,404
LJU,LYS,404
LJU,MAD,404
LJU,MAH,404
LJU,MAN,404
LJU,MJT,404
LJU,MLA,404
LJU,MLH,404
LJU,MMX,404
LJU,MOL,404
LJU,MPL,404
LJU,MRS,404
LJU,MUC,200
LJU,MXP,404
LJU,NAP,404
LJU,NCE,404
LJU,NCL,404
LJU,NOC,404
LJU,NQY,404
LJU,NUE,404
LJU,OLB,404
LJU,OPO,404
LJU,OSD,404
LJU,OSL,404
LJU,OTP,404
LJU,OUL,404
LJU,PAD,404
LJU,PEG,404
LJU,PMI,404
LJU,PMO,404
LJU,PNL,404
LJU,POZ,404
LJU,PRG,404
LJU,PSA,404
LJU,PUY,404
LJU,QDU,404
LJU,REG,404
LJU,RHO,404
LJU,RIX,404
LJU,RJK,404
LJU,RLG,404
LJU,RNB,404
LJU,RTM,404
LJU,RZE,404
LJU,SBZ,404
LJU,SCN,404
LJU,SCQ,404
LJU,SDL,404
LJU,SFT,404
LJU,SKG,404
LJU,SMI,404
LJU,SNN,404
LJU,SOF,404
LJU,SPC,404
LJU,SPU,404
LJU,STN,404
LJU,STR,404
LJU,SUF,404
LJU,SVG,404
LJU,SVQ,404
LJU,SXB,404
LJU,SXF,404
LJU,SZG,404
LJU,SZZ,404
LJU,TFS,404
LJU,TKU,404
LJU,TLL,404
LJU,TLS,404
LJU,TMP,404
LJU,TOS,404
LJU,TRD,404
LJU,TRN,404
LJU,TRS,404
LJU,TSR,404
LJU,TXL,404
LJU,UME,404
LJU,VAA,404
LJU,VAR,404
LJU,VCE,404
LJU,VGO,404
LJU,VIE,404
LJU,VLC,404
LJU,VNO,404
LJU,VOL,404
LJU,VRN,404
LJU,WAW,404
LJU,WRO,404
LJU,XER,404
LJU,XRY,404
LJU,ZAD,404
LJU,ZAG,404
LJU,ZRH,404
LJU,ZTH,404
LLA,AAL,404
LLA,AAR,404
LLA,ABZ,404
LLA,ACE,404
LLA,AES,404
LLA,AGH,404
LLA,AGP,404
LLA,AHO,404
LLA,AJA,404
LLA,ALF,404
LLA,AMS,404
LLA,AOI,404
LLA,ARN,404
LLA,ATH,404
LLA,AXD,404
LLA,BCN,404
LLA,BDS,404
LLA,BGO,404
LLA,BGY,404
LLA,BHD,404
LLA,BHX,404
LLA,BIA,404
LLA,BIO,404
LLA,BIQ,404
LLA,BLL,404
LLA,BLQ,404
LLA,BOD,404
LLA,BOJ,404
LLA,BOO,404
LLA,BRE,404
LLA,BRI,404
LLA,BRN,404
LLA,BRS,404
LLA,BRU,404
LLA,BSL,404
LLA,BUD,404
LLA,BZG,404
LLA,CAG,404
LLA,CDG,404
LLA,CFU,404
LLA,CGN,404
LLA,CHQ,404
LLA,CLJ,404
LLA,CLY,404
LLA,CND,404
LLA,CPH,404
LLA,CTA,404
LLA,CWL,404
LLA,DBV,404
LLA,DRS,404
LLA,DTM,404
LLA,DUB,404
LLA,DUS,404
LLA,EBJ,404
LLA,EDI,404
LLA,EFL,404
LLA,EMA,404
LLA,EVE,404
LLA,FAO,404
LLA,FCO,404
LLA,FDH,404
LLA,FKB,404
LLA,FLR,404
LLA,FMM,404
LLA,FMO,404
LLA,FNC,404
LLA,FRA,404
LLA,FSC,404
LLA,FUE,404
LLA,GDN,404
LLA,GLA,404
LLA,GOA,404
LLA,GOT,404
LLA,GRZ,404
LLA,GVA,404
LLA,GWT,404
LLA,HAJ,404
LLA,HAM,404
LLA,HAU,404
LLA,HDB,404
LLA,HDF,404
LLA,HEL,404
LLA,HER,404
LLA,HOV,404
LLA,IAS,404
LLA,IBZ,404
LLA,INN,404
LLA,IOA,404
LLA,JER,404
LLA,JKG,404
LLA,JKH,404
LLA,JMK,404
LLA,JSI,404
LLA,JTR,404
LLA,KGS,404
LLA,KKN,404
LLA,KLR,404
LLA,KLU,404
LLA,KLX,404
LLA,KRK,404
LLA,KRN,404
LLA,KRS,404
LLA,KSC,404
LLA,KSD,404
LLA,KSU,404
LLA,KTT,404
LLA,KTW,404
LLA,KUO,404
LLA,KVA,404
LLA,LCA,404
LLA,LCJ,404
LLA,LCY,404
LLA,LDE,404
LLA,LEJ,404
LLA,LGG,404
LLA,LHR,404
LLA,LIN,404
LLA,LIS,404
LLA,LJU,404
LLA,LLA,404
LLA,LMP,404
LLA,LNZ,404
LLA,LPA,404
LLA,LPI,404
LLA,LUG,404
LLA,LUX,404
LLA,LUZ,404
LLA,LYR,404
LLA,LYS,404
LLA,MAD,404
LLA,MAH,404
LLA,MAN,404
LLA,MJT,404
LLA,MLA,404
LLA,MLH,404
LLA,MMX,404
LLA,MOL,404
LLA,MPL,404
LLA,MRS,404
LLA,MUC,404
LLA,MXP,404
LLA,NAP,404
LLA,NCE,404
LLA,NCL,404
LLA,NOC,404
LLA,NQY,404
LLA,NUE,404
LLA,OLB,404
LLA,OPO,404
LLA,OSD,404
LLA,OSL,404
LLA,OTP,404
LLA,OUL,200
LLA,PAD,404
LLA,PEG,404
LLA,PMI,404
LLA,PMO,404
LLA,PNL,404
LLA,POZ,404
LLA,PRG,404
LLA,PSA,404
LLA,PUY,404
LLA,QDU,404
LLA,REG,404
LLA,RHO,404
LLA,RIX,404
LLA,RJK,404
LLA,RLG,404
LLA,RNB,404
LLA,RTM,404
LLA,RZE,404
LLA,SBZ,404
LLA,SCN,404
LLA,SCQ,404
LLA,SDL,404
LLA,SFT,404
LLA,SKG,404
LLA,SMI,404
LLA,SNN,404
LLA,SOF,404
LLA,SPC,404
LLA,SPU,404
LLA,STN,404
LLA,STR,404
LLA,SUF,404
LLA,SVG,404
LLA,SVQ,404
LLA,SXB,404
LLA,SXF,404
LLA,SZG,404
LLA,SZZ,404
LLA,TFS,404
LLA,TKU,404
LLA,TLL,404
LLA,TLS,404
LLA,TMP,404
LLA,TOS,200
LLA,TRD,404
LLA,TRN,404
LLA,TRS,404
LLA,TSR,404
LLA,TXL,404
LLA,UME,404
LLA,VAA,404
LLA,VAR,404
LLA,VCE,404
LLA,VGO,404
LLA,VIE,404
LLA,VLC,404
LLA,VNO,404
LLA,VOL,404
LLA,VRN,404
LLA,WAW,404
LLA,WRO,404
LLA,XER,404
LLA,XRY,404
LLA,ZAD,404
LLA,ZAG,404
LLA,ZRH,404
LLA,ZTH,404
LMP,AAL,404
LMP,AAR,404
LMP,ABZ,404
LMP,ACE,404
LMP,AES,404
LMP,AGH,404
LMP,AGP,404
LMP,AHO,404
LMP,AJA,404
LMP,ALF,404
LMP,AMS,404
LMP,AOI,404
LMP,ARN,404
LMP,ATH,404
LMP,AXD,404
LMP,BCN,404
LMP,BDS,404
LMP,BGO,404
LMP,BGY,404
LMP,BHD,404
LMP,BHX,404
LMP,BIA,404
LMP,BIO,404
LMP,BIQ,404
LMP,BLL,404
LMP,BLQ,404
LMP,BOD,404
LMP,BOJ,404
LMP,BOO,404
LMP,BRE,404
LMP,BRI,404
LMP,BRN,404
LMP,BRS,404
LMP,BRU,404
LMP,BSL,404
LMP,BUD,404
LMP,BZG,404
LMP,CAG,404
LMP,CDG,404
LMP,CFU,404
LMP,CGN,404
LMP,CHQ,404
LMP,CLJ,404
LMP,CLY,404
LMP,CND,404
LMP,CPH,404
LMP,CTA,200
LMP,CWL,404
LMP,DBV,404
LMP,DRS,404
LMP,DTM,404
LMP,DUB,404
LMP,DUS,404
LMP,EBJ,404
LMP,EDI,404
LMP,EFL,404
LMP,EMA,404
LMP,EVE,404
LMP,FAO,404
LMP,FCO,404
LMP,FDH,404
LMP,FKB,404
LMP,FLR,404
LMP,FMM,404
LMP,FMO,404
LMP,FNC,404
LMP,FRA,404
LMP,FSC,404
LMP,FUE,404
LMP,GDN,404
LMP,GLA,404
LMP,GOA,404
LMP,GOT,404
LMP,GRZ,404
LMP,GVA,404
LMP,GWT,404
LMP,HAJ,404
LMP,HAM,404
LMP,HAU,404
LMP,HDB,404
LMP,HDF,404
LMP,HEL,404
LMP,HER,404
LMP,HOV,404
LMP,IAS,404
LMP,IBZ,404
LMP,INN,404
LMP,IOA,404
LMP,JER,404
LMP,JKG,404
LMP,JKH,404
LMP,JMK,404
LMP,JSI,404
LMP,JTR,404
LMP,KGS,404
LMP,KKN,404
LMP,KLR,404
LMP,KLU,404
LMP,KLX,404
LMP,KRK,404
LMP,KRN,404
LMP,KRS,404
LMP,KSC,404
LMP,KSD,404
LMP,KSU,404
LMP,KTT,404
LMP,KTW,404
LMP,KUO,404
LMP,KVA,404
LMP,LCA,404
LMP,LCJ,404
LMP,LCY,404
LMP,LDE,404
LMP,LEJ,404
LMP,LGG,404
LMP,LHR,404
LMP,LIN,404
LMP,LIS,404
LMP,LJU,404
LMP,LLA,404
LMP,LMP,404
LMP,LNZ,404
LMP,LPA,404
LMP,LPI,404
LMP,LUG,404
LMP,LUX,404
LMP,LUZ,404
LMP,LYR,404
LMP,LYS,404
LMP,MAD,404
LMP,MAH,404
LMP,MAN,404
LMP,MJT,404
LMP,MLA,404
LMP,MLH,404
LMP,MMX,404
LMP,MOL,404
LMP,MPL,404
LMP,MRS,404
LMP,MUC,404
LMP,MXP,404
LMP,NAP,404
LMP,NCE,404
LMP,NCL,404
LMP,NOC,404
LMP,NQY,404
LMP,NUE,404
LMP,OLB,404
LMP,OPO,404
LMP,OSD,404
LMP,OSL,404
LMP,OTP,404
LMP,OUL,404
LMP,PAD,404
LMP,PEG,404
LMP,PMI,404
LMP,PMO,200
LMP,PNL,404
LMP,POZ,404
LMP,PRG,404
LMP,PSA,404
LMP,PUY,404
LMP,QDU,404
LMP,REG,404
LMP,RHO,404
LMP,RIX,404
LMP,RJK,404
LMP,RLG,404
LMP,RNB,404
LMP,RTM,404
LMP,RZE,404
LMP,SBZ,404
LMP,SCN,404
LMP,SCQ,404
LMP,SDL,404
LMP,SFT,404
LMP,SKG,404
LMP,SMI,404
LMP,SNN,404
LMP,SOF,404
LMP,SPC,404
LMP,SPU,404
LMP,STN,404
LMP,STR,404
LMP,SUF,404
LMP,SVG,404
LMP,SVQ,404
LMP,SXB,404
LMP,SXF,404
LMP,SZG,404
LMP,SZZ,404
LMP,TFS,404
LMP,TKU,404
LMP,TLL,404
LMP,TLS,404
LMP,TMP,404
LMP,TOS,404
LMP,TRD,404
LMP,TRN,404
LMP,TRS,404
LMP,TSR,404
LMP,TXL,404
LMP,UME,404
LMP,VAA,404
LMP,VAR,404
LMP,VCE,404
LMP,VGO,404
LMP,VIE,404
LMP,VLC,404
LMP,VNO,404
LMP,VOL,404
LMP,VRN,404
LMP,WAW,404
LMP,WRO,404
LMP,XER,404
LMP,XRY,404
LMP,ZAD,404
LMP,ZAG,404
LMP,ZRH,404
LMP,ZTH,404
LNZ,AAL,404
LNZ,AAR,404
LNZ,ABZ,404
LNZ,ACE,404
LNZ,AES,404
LNZ,AGH,404
LNZ,AGP,404
LNZ,AHO,404
LNZ,AJA,404
LNZ,ALF,404
LNZ,AMS,404
LNZ,AOI,404
LNZ,ARN,404
LNZ,ATH,404
LNZ,AXD,404
LNZ,BCN,404
LNZ,BDS,404
LNZ,BGO,404
LNZ,BGY,404
LNZ,BHD,404
LNZ,BHX,404
LNZ,BIA,404
LNZ,BIO,404
LNZ,BIQ,404
LNZ,BLL,404
LNZ,BLQ,404
LNZ,BOD,404
LNZ,BOJ,404
LNZ,BOO,404
LNZ,BRE,404
LNZ,BRI,404
LNZ,BRN,404
LNZ,BRS,404
LNZ,BRU,404
LNZ,BSL,404
LNZ,BUD,404
LNZ,BZG,404
LNZ,CAG,404
LNZ,CDG,404
LNZ,CFU,404
LNZ,CGN,404
LNZ,CHQ,404
LNZ,CLJ,404
LNZ,CLY,404
LNZ,CND,404
LNZ,CPH,404
LNZ,CTA,404
LNZ,CWL,404
LNZ,DBV,404
LNZ,DRS,404
LNZ,DTM,404
LNZ,DUB,404
LNZ,DUS,200
LNZ,EBJ,404
LNZ,EDI,404
LNZ,EFL,404
LNZ,EMA,404
LNZ,EVE,404
LNZ,FAO,404
LNZ,FCO,404
LNZ,FDH,404
LNZ,FKB,404
LNZ,FLR,404
LNZ,FMM,404
LNZ,FMO,404
LNZ,FNC,404
LNZ,FRA,200
LNZ,FSC,404
LNZ,FUE,404
LNZ,GDN,404
LNZ,GLA,404
LNZ,GOA,404
LNZ,GOT,404
LNZ,GRZ,404
LNZ,GVA,404
LNZ,GWT,404
LNZ,HAJ,404
LNZ,HAM,404
LNZ,HAU,404
LNZ,HDB,404
LNZ,HDF,404
LNZ,HEL,404
LNZ,HER,404
LNZ,HOV,404
LNZ,IAS,404
LNZ,IBZ,404
LNZ,INN,404
LNZ,IOA,404
LNZ,JER,404
LNZ,JKG,404
LNZ,JKH,404
LNZ,JMK,404
LNZ,JSI,404
LNZ,JTR,404
LNZ,KGS,404
LNZ,KKN,404
LNZ,KLR,404
LNZ,KLU,404
LNZ,KLX,404
LNZ,KRK,404
LNZ,KRN,404
LNZ,KRS,404
LNZ,KSC,404
LNZ,KSD,404
LNZ,KSU,404
LNZ,KTT,404
LNZ,KTW,404
LNZ,KUO,404
LNZ,KVA,404
LNZ,LCA,404
LNZ,LCJ,404
LNZ,LCY,404
LNZ,LDE,404
LNZ,LEJ,404
LNZ,LGG,404
LNZ,LHR,404
LNZ,LIN,404
LNZ,LIS,404
LNZ,LJU,404
LNZ,LLA,404
LNZ,LMP,404
LNZ,LNZ,404
LNZ,LPA,404
LNZ,LPI,404
LNZ,LUG,404
LNZ,LUX,404
LNZ,LUZ,404
LNZ,LYR,404
LNZ,LYS,404
LNZ,MAD,404
LNZ,MAH,404
LNZ,MAN,404
LNZ,MJT,404
LNZ,MLA,404
LNZ,MLH,404
LNZ,MMX,404
LNZ,MOL,404
LNZ,MPL,404
LNZ,MRS,404
LNZ,MUC,404
LNZ,MXP,404
LNZ,NAP,404
LNZ,NCE,404
LNZ,NCL,404
LNZ,NOC,404
LNZ,NQY,404
LNZ,NUE,404
LNZ,OLB,404
LNZ,OPO,404
LNZ,OSD,404
LNZ,OSL,404
LNZ,OTP,404
LNZ,OUL,404
LNZ,PAD,404
LNZ,PEG,404
LNZ,PMI,404
LNZ,PMO,404
LNZ,PNL,404
LNZ,POZ,404
LNZ,PRG,404
LNZ,PSA,404
LNZ,PUY,404
LNZ,QDU,404
LNZ,REG,404
LNZ,RHO,404
LNZ,RIX,404
LNZ,RJK,404
LNZ,RLG,404
LNZ,RNB,404
LNZ,RTM,404
LNZ,RZE,404
LNZ,SBZ,404
LNZ,SCN,404
LNZ,SCQ,404
LNZ,SDL,404
LNZ,SFT,404
LNZ,SKG,404
LNZ,SMI,404
LNZ,SNN,404
LNZ,SOF,404
LNZ,SPC,404
LNZ,SPU,404
LNZ,STN,404
LNZ,STR,404
LNZ,SUF,404
LNZ,SVG,404
LNZ,SVQ,404
LNZ,SXB,404
LNZ,SXF,404
LNZ,SZG,404
LNZ,SZZ,404
LNZ,TFS,404
LNZ,TKU,404
LNZ,TLL,404
LNZ,TLS,404
LNZ,TMP,404
LNZ,TOS,404
LNZ,TRD,404
LNZ,TRN,404
LNZ,TRS,404
LNZ,TSR,404
LNZ,TXL,404
LNZ,UME,404
LNZ,VAA,404
LNZ,VAR,404
LNZ,VCE,404
LNZ,VGO,404
LNZ,VIE,200
LNZ,VLC,404
LNZ,VNO,404
LNZ,VOL,404
LNZ,VRN,404
LNZ,WAW,404
LNZ,WRO,404
LNZ,XER,404
LNZ,XRY,404
LNZ,ZAD,404
LNZ,ZAG,404
LNZ,ZRH,404
LNZ,ZTH,404
LPA,AAL,404
LPA,AAR,404
LPA,ABZ,404
LPA,ACE,200
LPA,AES,404
LPA,AGH,404
LPA,AGP,404
LPA,AHO,404
LPA,AJA,404
LPA,ALF,404
LPA,AMS,404
LPA,AOI,404
LPA,ARN,404
LPA,ATH,404
LPA,AXD,404
LPA,BCN,404
LPA,BDS,404
LPA,BGO,200
LPA,BGY,404
LPA,BHD,404
LPA,BHX,404
LPA,BIA,404
LPA,BIO,404
LPA,BIQ,404
LPA,BLL,404
LPA,BLQ,404
LPA,BOD,404
LPA,BOJ,404
LPA,BOO,200
LPA,BRE,404
LPA,BRI,404
LPA,BRN,404
LPA,BRS,404
LPA,BRU,404
LPA,BSL,404
LPA,BUD,404
LPA,BZG,404
LPA,CAG,404
LPA,CDG,404
LPA,CFU,404
LPA,CGN,404
LPA,CHQ,404
LPA,CLJ,404
LPA,CLY,404
LPA,CND,404
LPA,CPH,404
LPA,CTA,404
LPA,CWL,404
LPA,DBV,404
LPA,DRS,404
LPA,DTM,404
LPA,DUB,404
LPA,DUS,404
LPA,EBJ,404
LPA,EDI,404
LPA,EFL,404
LPA,EMA,404
LPA,EVE,404
